Age,Gender,Education_Level,Income,Joining Designation,Quarterly Rating,Target_Var,tenure_Months,Total Business Value,Quarterly_Rating_Increase,Income_Increase,City_Encoded
34.0,0.0,2,69401,3,1,0,8,500860,0,0,0.7295003150180094
27.0,1.0,1,41463,1,1,1,8,1282690,1,0,0.7302630624839633
38.0,1.0,0,33671,1,1,0,18,33998640,1,1,0.5313237578674669
26.0,1.0,1,39790,1,1,0,0,0,0,0,0.6753359528111106
31.0,0.0,2,70088,1,1,1,2,0,0,0,0.5313237578674669
45.0,1.0,0,116163,1,3,1,24,12476730,0,0,0.6342365899109041
39.0,1.0,1,17493,1,1,1,8,478360,0,0,0.684190247889322
34.0,1.0,2,43026,2,1,1,2,0,0,0,0.7028288409112735
38.0,0.0,1,107712,4,1,0,17,24857720,1,0,0.5700438883328994
32.0,0.0,2,157124,2,3,0,65,23471030,1,0,0.6379843993734239
28.0,0.0,2,76525,3,1,1,2,0,0,0,0.5313237578674669
50.0,1.0,1,55465,2,1,1,42,2591670,1,0,0.7092607604412382
33.0,0.0,0,33154,3,1,1,5,680590,0,0,0.7194295503654974
30.0,0.0,0,24291,1,1,0,14,0,0,0,0.6001946113311858
32.0,0.0,1,70038,2,1,1,3,100190,0,0,0.683166962884123
35.0,0.0,0,53117,3,1,0,5,832510,1,0,0.6077892105070524
32.0,1.0,0,31057,2,1,1,7,807040,0,0,0.7302630624839633
35.0,1.0,1,75417,2,2,1,94,8137390,0,0,0.6989110821540374
28.0,0.0,0,15186,2,1,0,5,432940,0,0,0.5313237578674669
31.0,0.0,0,54901,2,1,1,1,0,0,0,0.7295003150180094
36.0,0.0,2,58052,2,1,1,5,551530,0,0,0.7295003150180094
32.0,0.0,0,67126,1,1,1,29,4877210,1,0,0.6753359528111106
39.0,0.0,0,43705,2,1,1,7,0,0,0,0.683166962884123
27.0,0.0,0,74837,2,1,0,5,0,0,0,0.5955893821231233
33.0,0.0,1,99415,2,1,1,10,191040,0,0,0.683166962884123
44.0,0.0,0,49049,2,1,1,10,749150,0,0,0.654375558571176
33.0,1.0,2,54212,2,4,1,12,11686450,0,0,0.7302630624839633
30.0,1.0,2,29306,2,1,1,10,1638630,1,0,0.7028288409112735
38.0,0.0,2,105400,3,1,1,7,0,0,0,0.5313237578674669
32.0,0.0,1,44463,2,1,0,7,0,0,0,0.6098957440667345
31.0,0.0,2,52007,2,1,1,3,0,0,0,0.6999473490155224
32.0,0.0,0,107592,4,1,1,6,3068720,0,0,0.7302630624839633
39.0,0.0,2,26796,1,1,1,2,566200,0,0,0.7740665011127292
29.0,0.0,1,72843,2,1,1,2,0,0,0,0.7302630624839633
44.0,1.0,0,32736,2,2,1,58,12628580,1,0,0.5700438883328994
42.0,1.0,1,87325,3,1,1,4,566440,0,0,0.654375558571176
29.0,0.0,2,25483,1,1,1,0,1525920,1,0,0.6379843993734239
38.0,0.0,0,17496,2,1,1,5,0,0,0,0.6098957440667345
28.0,1.0,0,54231,1,2,1,18,1601650,0,0,0.7092607604412382
35.0,1.0,2,66350,1,3,0,31,12707450,1,0,0.6098957440667345
25.0,0.0,0,28447,1,3,1,30,17620700,1,0,0.6989110821540374
30.0,1.0,2,37695,1,1,0,5,2397340,1,0,0.6077892105070524
33.0,0.0,2,47651,2,1,1,3,363000,0,0,0.6989110821540374
32.0,0.0,1,88121,1,4,0,28,23297720,1,0,0.6001946113311858
47.0,1.0,2,44722,1,2,1,4,1081690,0,0,0.6999473490155224
23.0,0.0,2,44907,1,1,1,4,0,0,0,0.7698585742141875
33.0,1.0,0,52711,2,1,1,1,501960,0,0,0.7194295503654974
29.0,0.0,0,68975,2,1,0,9,0,0,0,0.6999473490155224
28.0,1.0,1,77197,2,2,1,8,2973920,0,0,0.7740665011127292
41.0,1.0,2,82617,3,1,0,10,351230,0,0,0.7065528646360607
32.0,1.0,2,68259,3,1,0,20,9207200,1,0,0.5953765525951102
28.0,0.0,0,88777,2,1,1,7,0,0,0,0.5700438883328994
33.0,0.0,0,38059,1,4,1,46,5075440,0,0,0.7302630624839633
31.0,1.0,0,74265,3,1,1,0,0,0,0,0.7698585742141875
27.0,1.0,2,25458,1,1,1,7,1164500,1,0,0.6989110821540374
35.0,0.0,2,51930,2,1,1,1,200000,0,0,0.683166962884123
32.0,0.0,0,44566,2,1,1,2,100880,0,0,0.6989110821540374
50.0,0.0,0,81150,2,1,1,27,605840,0,0,0.683166962884123
40.0,1.0,1,89118,1,1,1,70,5338460,1,0,0.8160639742891412
30.0,0.0,2,54154,2,1,0,6,1241460,1,0,0.6342365899109041
36.0,0.0,1,57908,2,1,1,10,253900,0,0,0.7295003150180094
46.0,1.0,2,30292,1,1,1,8,0,0,0,0.6001946113311858
31.0,0.0,1,54821,2,3,1,15,4586180,0,0,0.5953765525951102
36.0,1.0,1,106794,3,1,1,20,1399000,0,0,0.7028288409112735
32.0,1.0,1,44160,2,1,1,3,0,0,0,0.6379843993734239
36.0,1.0,2,48576,2,1,0,5,1320720,1,0,0.5953765525951102
39.0,0.0,2,59112,2,1,1,3,0,0,0,0.6753359528111106
32.0,1.0,1,58073,3,1,0,6,229200,0,0,0.6753359528111106
33.0,1.0,0,19072,1,2,1,16,1684920,0,0,0.7050484531983688
36.0,0.0,0,64693,2,2,1,10,1690620,0,0,0.6999473490155224
31.0,0.0,1,119870,3,1,0,18,7758650,1,0,0.654375558571176
32.0,0.0,1,80586,1,2,1,41,3060390,0,0,0.7194295503654974
26.0,0.0,1,27806,1,1,1,10,1195750,1,0,0.6989110821540374
33.0,1.0,1,81561,3,1,1,1,0,0,0,0.6001946113311858
24.0,0.0,2,44061,1,1,1,8,0,0,0,0.6001946113311858
39.0,0.0,0,126416,3,1,1,7,1833630,1,0,0.5955893821231233
34.0,0.0,1,77528,3,1,0,1,0,0,0,0.654375558571176
26.0,0.0,2,29181,1,3,1,17,4514140,1,0,0.5313237578674669
29.0,1.0,1,47329,1,3,0,43,20941450,1,0,0.5313237578674669
29.0,0.0,1,20641,1,1,1,14,944190,1,0,0.7302630624839633
32.0,1.0,1,55374,1,2,0,3,919460,0,0,0.7740665011127292
38.0,0.0,2,41446,1,1,1,5,552030,1,0,0.7302630624839633
31.0,0.0,2,67679,1,2,1,18,1592290,0,0,0.7740665011127292
34.0,0.0,0,17855,1,1,0,2,503720,0,0,0.7698585742141875
26.0,0.0,1,62396,3,1,1,4,695650,0,0,0.6077892105070524
30.0,1.0,2,58946,2,2,1,16,6187090,1,0,0.654375558571176
31.0,0.0,0,48369,2,2,1,3,1502540,0,0,0.698531179865061
26.0,0.0,0,37613,1,1,1,12,442880,0,0,0.5953765525951102
35.0,0.0,1,98220,1,3,0,43,25624290,1,0,0.6999473490155224
26.0,0.0,0,90585,3,1,0,5,2495300,1,0,0.763421552435784
32.0,1.0,1,70900,1,2,1,0,1741830,0,0,0.684190247889322
31.0,1.0,0,19433,2,1,1,0,0,0,0,0.7050484531983688
37.0,1.0,1,52963,2,1,1,3,0,0,0,0.684190247889322
32.0,0.0,0,29365,1,3,0,26,16090900,1,0,0.6989110821540374
25.0,0.0,0,57678,3,1,0,5,1620670,1,0,0.5953765525951102
37.0,0.0,1,57744,3,1,0,3,0,0,0,0.6077892105070524
25.0,1.0,2,19020,1,1,1,2,100920,0,0,0.683166962884123
25.0,0.0,0,64128,2,1,1,4,149660,0,0,0.5955893821231233
34.0,1.0,2,56060,2,1,0,13,742860,0,0,0.6342365899109041
37.0,0.0,0,63819,3,2,0,3,966790,0,0,0.7092607604412382
31.0,1.0,1,49664,1,1,1,2,463890,0,0,0.684190247889322
28.0,0.0,1,78906,2,1,1,6,499890,0,0,0.7092607604412382
27.0,0.0,0,54126,2,1,1,1,0,0,0,0.8160639742891412
36.0,1.0,1,48540,2,1,1,14,551680,0,0,0.6989110821540374
29.0,1.0,2,27216,1,3,1,30,4204270,1,0,0.7050484531983688
37.0,1.0,2,119932,2,3,0,64,37693910,1,0,0.5955893821231233
44.0,0.0,2,56478,3,1,0,7,4750660,1,0,0.5313237578674669
36.0,1.0,0,57087,2,1,0,1,0,0,0,0.5955893821231233
25.0,1.0,0,36529,1,1,0,13,0,0,0,0.7092607604412382
30.0,1.0,1,33246,2,2,1,10,1662660,0,0,0.7050484531983688
25.0,1.0,1,61502,1,1,1,7,262400,0,0,0.7295003150180094
30.0,0.0,2,61218,1,1,1,11,5943130,1,0,0.698531179865061
30.0,0.0,0,34593,1,2,1,8,1957360,0,0,0.7302630624839633
33.0,0.0,2,135337,3,1,0,8,0,0,0,0.6342365899109041
30.0,0.0,1,55718,2,1,1,8,0,0,0,0.7740665011127292
32.0,0.0,1,54906,2,1,1,15,150720,0,0,0.7065528646360607
35.0,0.0,1,48050,3,1,1,9,0,0,0,0.654375558571176
27.0,1.0,2,41971,2,2,1,14,1970870,0,0,0.7740665011127292
34.0,0.0,2,70994,2,2,1,2,1476320,0,0,0.7295003150180094
44.0,0.0,0,39841,2,2,1,56,6766950,1,0,0.7092607604412382
26.0,1.0,2,58278,2,1,0,2,0,0,0,0.6379843993734239
41.0,0.0,1,38105,1,3,1,20,8420350,1,0,0.763421552435784
47.0,1.0,2,69141,1,4,1,16,19778240,0,0,0.7295003150180094
34.0,0.0,0,45180,3,1,1,10,100310,0,0,0.7740665011127292
41.0,0.0,1,45183,2,1,1,1,859940,0,0,0.763421552435784
30.0,0.0,1,66779,3,1,0,11,709210,0,0,0.7302630624839633
27.0,0.0,0,44091,1,1,1,5,752450,1,0,0.7065528646360607
29.0,0.0,0,47565,1,4,1,27,13715180,1,0,0.7194295503654974
35.0,0.0,1,43690,1,2,1,36,1455180,0,0,0.6741618832945772
40.0,1.0,2,107368,2,2,1,78,18851330,1,0,0.6098957440667345
41.0,0.0,0,94171,3,1,1,5,0,0,0,0.6989110821540374
27.0,0.0,1,25207,2,1,1,0,0,0,0,0.6741618832945772
27.0,0.0,1,104567,3,3,0,12,26696700,1,0,0.6077892105070524
33.0,0.0,1,39422,2,1,1,1,150360,0,0,0.7340256711699624
29.0,0.0,2,110542,4,1,1,3,0,0,0,0.5955893821231233
36.0,0.0,0,50436,3,4,1,6,5143840,0,0,0.6001946113311858
29.0,1.0,0,39635,2,1,1,4,0,0,0,0.7295003150180094
35.0,1.0,1,16688,1,1,1,2,394850,0,0,0.763421552435784
38.0,1.0,1,50211,3,1,1,2,0,0,0,0.6741618832945772
23.0,1.0,2,40408,1,1,1,10,485600,0,0,0.8160639742891412
44.0,0.0,0,101198,2,3,0,76,47124880,1,0,0.763421552435784
25.0,0.0,1,46010,1,1,1,2,0,0,0,0.6077892105070524
43.0,1.0,0,81172,1,3,0,52,29181100,1,0,0.683166962884123
29.0,0.0,2,23299,1,1,1,5,1979760,1,0,0.6989110821540374
29.0,0.0,1,39403,2,1,0,4,1410500,1,0,0.5955893821231233
38.0,1.0,0,71142,2,1,1,0,1174310,1,0,0.6077892105070524
25.0,0.0,1,56936,2,1,1,3,0,0,0,0.7302630624839633
42.0,0.0,0,130279,3,1,1,7,0,0,0,0.6999473490155224
26.0,0.0,2,64476,1,3,1,11,4722090,0,0,0.5700438883328994
32.0,1.0,0,34356,1,1,1,9,0,0,0,0.6379843993734239
29.0,0.0,2,97212,2,1,0,6,889800,1,0,0.6098957440667345
28.0,1.0,0,49570,2,1,1,5,0,0,0,0.654375558571176
31.0,0.0,2,86551,3,1,1,5,127760,0,0,0.6379843993734239
38.0,0.0,2,73316,3,1,0,1,0,0,0,0.6001946113311858
35.0,1.0,2,64780,2,1,1,4,150030,0,0,0.6077892105070524
48.0,0.0,2,31555,2,3,0,35,17624660,1,0,0.5955893821231233
26.0,1.0,1,69831,3,1,0,9,1052990,1,0,0.6098957440667345
31.0,1.0,1,57107,1,1,1,3,0,0,0,0.7340256711699624
39.0,1.0,2,60780,2,1,1,2,0,0,0,0.5700438883328994
32.0,0.0,0,108452,2,2,1,76,8000250,1,0,0.7698585742141875
33.0,0.0,1,79222,2,2,1,13,10264390,1,0,0.6741618832945772
26.0,1.0,1,92375,1,1,0,42,12796500,1,0,0.5953765525951102
31.0,0.0,1,49957,2,2,1,7,1741740,0,0,0.7698585742141875
24.0,1.0,0,19448,1,3,1,9,3117260,0,0,0.7194295503654974
32.0,0.0,0,54667,3,1,0,11,640640,0,0,0.7302630624839633
35.0,0.0,2,84573,3,1,0,1,0,0,0,0.698531179865061
34.0,1.0,2,75453,2,1,1,5,658610,1,0,0.654375558571176
41.0,1.0,2,125545,1,2,1,41,4504950,0,0,0.7028288409112735
36.0,1.0,2,113064,3,1,0,11,300210,0,0,0.683166962884123
31.0,0.0,2,64559,1,3,1,74,5839760,0,0,0.6001946113311858
31.0,0.0,1,31401,1,1,0,5,0,0,0,0.7302630624839633
30.0,1.0,2,64606,2,1,1,3,1597690,1,0,0.7050484531983688
28.0,1.0,2,35116,1,1,1,0,0,0,0,0.763421552435784
35.0,1.0,0,44784,2,2,1,9,1439130,0,0,0.8160639742891412
28.0,1.0,0,61884,2,1,1,7,711920,0,0,0.8160639742891412
32.0,0.0,2,60087,1,3,0,48,14026730,1,0,0.6999473490155224
31.0,0.0,2,82042,2,1,0,4,196920,0,0,0.6001946113311858
42.0,0.0,2,76707,2,1,1,3,0,0,0,0.7295003150180094
37.0,1.0,0,20523,1,1,0,5,0,0,0,0.6001946113311858
26.0,0.0,2,44841,1,1,1,2,0,0,0,0.7302630624839633
31.0,0.0,2,46001,2,1,1,26,320450,0,0,0.7295003150180094
36.0,0.0,1,48555,2,1,0,15,3268160,1,0,0.763421552435784
32.0,1.0,0,74305,3,1,1,1,0,0,0,0.6098957440667345
29.0,1.0,0,96076,3,3,1,4,3329000,0,0,0.6989110821540374
27.0,0.0,2,39731,1,1,1,1,0,0,0,0.683166962884123
31.0,0.0,2,44949,1,3,1,54,10990300,0,0,0.6001946113311858
40.0,0.0,0,48956,1,1,1,4,825600,1,0,0.6753359528111106
39.0,1.0,0,42300,1,1,1,3,0,0,0,0.7050484531983688
44.0,0.0,1,31948,1,1,1,7,0,0,0,0.6753359528111106
37.0,0.0,1,90123,2,1,1,4,350000,0,0,0.8160639742891412
33.0,1.0,2,57863,2,1,1,3,803540,0,0,0.8160639742891412
27.0,0.0,1,35090,1,3,1,6,1893740,0,0,0.7302630624839633
34.0,1.0,1,95945,1,2,0,64,21660330,1,0,0.6077892105070524
30.0,0.0,1,25552,2,1,0,9,483680,0,0,0.763421552435784
44.0,1.0,0,24821,1,1,1,11,1553390,1,0,0.6999473490155224
28.0,0.0,1,42317,1,4,1,12,4071230,0,0,0.7698585742141875
30.0,1.0,0,21762,1,1,1,1,0,0,0,0.6989110821540374
32.0,0.0,2,47379,1,1,1,6,145500,0,0,0.654375558571176
30.0,0.0,0,34561,2,3,1,8,3209970,0,0,0.6098957440667345
38.0,1.0,2,62853,1,3,1,15,2661590,0,0,0.7340256711699624
35.0,0.0,1,44999,1,2,1,60,9460590,1,0,0.684190247889322
31.0,0.0,0,30292,1,1,0,13,386060,0,0,0.7295003150180094
25.0,1.0,2,31361,1,2,1,11,1350140,0,0,0.7740665011127292
41.0,1.0,2,35176,2,1,0,18,8856850,1,0,0.6741618832945772
35.0,1.0,1,30310,1,3,1,25,5698600,0,0,0.7065528646360607
31.0,1.0,0,59451,3,1,1,2,0,0,0,0.7050484531983688
36.0,0.0,1,46726,3,1,1,4,151600,0,0,0.6098957440667345
34.0,0.0,1,70455,2,1,0,1,0,0,0,0.7302630624839633
23.0,0.0,2,56760,1,3,1,25,6424400,1,0,0.6077892105070524
33.0,1.0,2,72503,2,1,1,4,0,0,0,0.6077892105070524
23.0,0.0,2,54632,1,1,1,2,0,0,0,0.5953765525951102
30.0,0.0,0,21245,2,1,1,0,0,0,0,0.5955893821231233
29.0,1.0,1,62349,1,3,0,65,19301010,1,0,0.5955893821231233
27.0,0.0,0,72839,2,1,1,4,0,0,0,0.7340256711699624
34.0,0.0,2,111621,3,1,1,0,0,0,0,0.683166962884123
28.0,0.0,2,71740,3,2,1,6,5300890,1,0,0.6989110821540374
31.0,1.0,0,43963,2,1,1,9,0,0,0,0.698531179865061
41.0,0.0,2,54922,2,2,1,28,6887200,1,0,0.8160639742891412
23.0,0.0,0,32779,1,1,0,14,7277380,1,0,0.7092607604412382
27.0,0.0,0,23149,2,1,1,10,0,0,0,0.6741618832945772
29.0,0.0,0,25873,1,1,1,0,0,0,0,0.683166962884123
39.0,0.0,1,52711,2,2,1,9,2659790,0,0,0.6342365899109041
27.0,1.0,0,12456,1,1,1,16,0,0,0,0.5953765525951102
47.0,0.0,1,117644,2,3,1,84,17967580,1,0,0.684190247889322
30.0,1.0,0,75643,2,1,0,3,0,0,0,0.7050484531983688
46.0,1.0,0,48111,2,3,1,18,3009570,0,0,0.7302630624839633
40.0,0.0,1,84516,1,2,0,64,19559860,1,0,0.6001946113311858
38.0,0.0,2,55037,3,1,1,9,1462050,0,0,0.683166962884123
31.0,1.0,0,38396,2,1,1,3,0,0,0,0.7740665011127292
28.0,0.0,1,43897,2,1,1,1,0,0,0,0.5700438883328994
25.0,1.0,2,58051,1,2,0,9,3313220,1,0,0.5313237578674669
27.0,0.0,0,49886,2,1,1,1,0,0,0,0.7194295503654974
33.0,0.0,1,76101,3,1,0,5,450700,0,0,0.7302630624839633
28.0,0.0,1,27572,1,2,1,16,2272880,1,0,0.6098957440667345
38.0,1.0,1,54600,2,1,1,52,2512600,1,0,0.7740665011127292
34.0,0.0,2,95284,4,1,0,20,12423580,1,0,0.7302630624839633
29.0,1.0,2,108812,3,1,0,8,301200,0,0,0.7065528646360607
36.0,0.0,2,83083,3,1,1,14,6125270,1,0,0.7340256711699624
31.0,0.0,0,59932,2,1,1,4,0,0,0,0.654375558571176
38.0,0.0,0,22645,1,1,1,6,1016890,1,0,0.7092607604412382
28.0,1.0,2,66465,1,1,1,3,0,0,0,0.7302630624839633
42.0,0.0,0,50832,1,3,0,7,4320510,0,0,0.5953765525951102
42.0,1.0,1,99127,1,2,0,77,22800020,1,0,0.654375558571176
26.0,0.0,2,77477,3,2,1,3,4015020,0,0,0.683166962884123
22.0,1.0,0,12987,1,1,1,4,0,0,0,0.6001946113311858
38.0,0.0,1,116218,2,1,1,7,1072630,0,0,0.684190247889322
31.0,0.0,1,23537,1,4,1,13,4609660,0,0,0.6753359528111106
33.0,0.0,0,69697,2,1,1,21,12641110,1,0,0.6741618832945772
32.0,0.0,0,45531,2,1,1,10,0,0,0,0.6989110821540374
42.0,0.0,1,20797,2,1,1,4,0,0,0,0.6741618832945772
44.0,0.0,1,100297,5,1,1,20,0,0,0,0.7340256711699624
34.0,0.0,2,45153,1,1,1,4,0,0,0,0.6342365899109041
29.0,0.0,1,56985,2,1,0,9,0,0,0,0.6999473490155224
33.0,1.0,0,44706,2,1,0,4,0,0,0,0.5953765525951102
27.0,0.0,2,29043,1,4,1,18,7519640,1,0,0.7295003150180094
35.0,0.0,0,21412,2,1,0,3,0,0,0,0.7302630624839633
35.0,0.0,2,94437,1,2,0,71,14313890,1,0,0.6001946113311858
30.0,1.0,1,72989,3,1,1,13,101850,0,0,0.8160639742891412
40.0,0.0,2,56380,3,1,0,1,164520,0,0,0.5313237578674669
40.0,0.0,2,113174,4,1,0,9,0,0,0,0.6999473490155224
31.0,0.0,1,34473,2,1,1,4,0,0,0,0.6999473490155224
37.0,0.0,0,35189,3,1,1,7,0,0,0,0.6741618832945772
37.0,0.0,0,112424,2,2,0,84,7120860,0,0,0.654375558571176
35.0,1.0,1,98568,2,1,1,1,0,0,0,0.7194295503654974
23.0,1.0,2,71984,1,3,1,23,9309340,1,0,0.7050484531983688
36.0,1.0,1,81876,2,1,0,6,0,0,0,0.6342365899109041
30.0,1.0,0,52126,2,1,0,13,6097060,1,0,0.5313237578674669
22.0,1.0,1,40818,1,1,0,3,270780,0,0,0.6077892105070524
29.0,0.0,0,13417,1,1,1,2,252760,0,0,0.7302630624839633
31.0,0.0,2,61712,3,1,1,3,0,0,0,0.654375558571176
34.0,1.0,2,68209,3,1,0,9,948670,0,0,0.6999473490155224
31.0,1.0,1,122837,3,4,1,7,60153830,0,0,0.763421552435784
46.0,0.0,1,50533,1,1,1,16,738300,0,0,0.5955893821231233
27.0,0.0,1,88169,3,1,1,14,11769770,1,0,0.7194295503654974
48.0,0.0,2,55774,2,1,0,32,15329900,1,0,0.5313237578674669
36.0,0.0,1,47992,1,1,1,5,454610,0,0,0.7295003150180094
46.0,1.0,1,105513,2,2,0,81,28842760,1,0,0.7065528646360607
24.0,0.0,0,15822,1,1,1,10,0,0,0,0.6342365899109041
33.0,1.0,2,74903,3,1,1,2,0,0,0,0.6999473490155224
25.0,0.0,2,36114,1,1,1,12,650770,0,0,0.6342365899109041
31.0,1.0,0,34600,2,1,0,1,0,0,0,0.7698585742141875
42.0,0.0,0,21942,1,2,1,17,4836070,1,0,0.6379843993734239
33.0,0.0,1,127193,3,1,0,11,1335220,1,0,0.6342365899109041
32.0,1.0,0,16486,1,1,1,2,0,0,0,0.5700438883328994
32.0,1.0,1,43252,1,2,0,67,16431480,1,0,0.7028288409112735
38.0,0.0,0,100892,1,2,0,67,21404140,0,0,0.7092607604412382
29.0,1.0,2,34234,1,1,0,13,3489080,1,0,0.6098957440667345
25.0,1.0,1,60688,2,1,1,8,0,0,0,0.6098957440667345
42.0,0.0,1,21898,1,1,1,34,543200,0,0,0.7302630624839633
41.0,1.0,0,120954,1,2,0,64,21851100,1,0,0.6999473490155224
36.0,0.0,2,59481,2,1,0,13,0,0,0,0.6001946113311858
51.0,1.0,1,91839,1,2,1,59,25121990,0,0,0.6741618832945772
34.0,0.0,1,52175,2,1,1,6,1139880,1,0,0.654375558571176
34.0,0.0,1,42844,2,1,0,5,2921180,1,0,0.6077892105070524
42.0,0.0,1,58534,3,1,1,3,0,0,0,0.5313237578674669
32.0,1.0,0,52635,2,1,0,15,3416270,1,0,0.683166962884123
21.0,0.0,0,11068,1,1,1,15,2903650,1,0,0.7295003150180094
33.0,1.0,1,24875,1,3,0,30,10734200,1,0,0.6999473490155224
29.0,1.0,0,62689,3,1,1,15,0,0,0,0.7065528646360607
36.0,1.0,1,115978,4,1,1,25,0,0,0,0.7340256711699624
51.0,1.0,2,81784,1,2,1,17,4016540,1,0,0.7340256711699624
34.0,1.0,2,21627,1,1,1,4,219010,0,0,0.6999473490155224
40.0,1.0,2,53930,1,4,1,27,21717750,1,0,0.7340256711699624
35.0,1.0,2,70831,2,1,0,10,1212980,1,0,0.6741618832945772
33.0,1.0,2,123255,2,4,1,11,4513790,0,0,0.7092607604412382
32.0,0.0,0,41305,2,1,0,37,5911900,1,0,0.5953765525951102
34.0,0.0,2,55285,1,3,0,29,14577970,1,0,0.654375558571176
31.0,1.0,1,65299,2,1,1,3,3018940,1,0,0.7065528646360607
29.0,0.0,2,40325,1,1,1,7,500000,0,0,0.6379843993734239
23.0,0.0,2,48711,2,1,1,0,1989440,1,0,0.698531179865061
39.0,1.0,0,100798,3,1,1,6,592150,1,0,0.7065528646360607
33.0,1.0,1,56916,1,3,1,16,3378920,0,0,0.7295003150180094
34.0,0.0,0,30959,1,1,1,4,174000,0,0,0.683166962884123
33.0,0.0,2,45207,1,2,1,2,611520,0,0,0.6342365899109041
28.0,0.0,2,65448,2,1,1,2,0,0,0,0.7194295503654974
36.0,1.0,2,50809,3,1,1,2,123720,0,0,0.6342365899109041
34.0,0.0,1,87794,2,2,1,75,4984870,1,0,0.7194295503654974
34.0,0.0,2,82666,3,1,1,8,0,0,0,0.6342365899109041
33.0,1.0,1,48656,2,2,1,1,1799230,0,0,0.6077892105070524
28.0,0.0,1,61789,1,2,0,57,26073780,1,0,0.683166962884123
34.0,0.0,2,94933,3,1,1,4,302530,0,0,0.763421552435784
43.0,1.0,2,51246,2,1,0,4,0,0,0,0.5955893821231233
26.0,1.0,0,57627,1,1,1,3,152890,0,0,0.7340256711699624
30.0,1.0,0,14166,1,1,1,3,360000,0,0,0.6077892105070524
32.0,1.0,0,17234,1,1,1,6,983750,1,0,0.7065528646360607
38.0,0.0,0,45148,2,1,1,6,0,0,0,0.6342365899109041
27.0,1.0,0,39434,1,1,1,3,0,0,0,0.763421552435784
29.0,1.0,1,114651,1,4,1,23,30735660,1,0,0.6379843993734239
30.0,1.0,2,104897,3,1,0,3,0,0,0,0.5953765525951102
34.0,1.0,0,21129,1,1,0,1,1885000,1,0,0.7050484531983688
25.0,0.0,0,57063,2,1,0,0,0,0,0,0.5700438883328994
33.0,0.0,0,35823,1,1,1,6,0,0,0,0.7740665011127292
43.0,1.0,1,121239,3,3,0,10,2094920,0,0,0.684190247889322
27.0,0.0,1,104754,3,1,0,8,193680,0,0,0.6379843993734239
26.0,0.0,1,39559,1,3,0,59,14723750,1,0,0.6989110821540374
29.0,0.0,0,66935,2,1,1,6,510930,0,0,0.7698585742141875
32.0,1.0,0,89503,1,3,1,43,18180000,1,0,0.684190247889322
24.0,0.0,2,27693,1,1,1,1,0,0,0,0.763421552435784
34.0,1.0,0,95658,2,1,1,89,10223140,1,0,0.6989110821540374
45.0,1.0,0,44497,1,2,1,25,3934690,1,0,0.6342365899109041
30.2,0.0,0,73122,3,1,1,5,0,0,0,0.5313237578674669
36.0,1.0,0,26206,2,1,1,3,0,0,0,0.6001946113311858
40.0,0.0,2,76806,1,1,1,60,6492630,1,0,0.6741618832945772
29.0,0.0,1,29283,1,1,0,1,0,0,0,0.6999473490155224
39.0,0.0,1,56536,2,1,0,0,994340,1,0,0.6999473490155224
25.0,0.0,0,47565,2,1,0,3,0,0,0,0.763421552435784
29.0,0.0,1,39121,1,1,1,2,0,0,0,0.5955893821231233
34.0,0.0,0,29359,1,1,1,6,0,0,0,0.6999473490155224
40.0,0.0,2,43047,2,1,1,2,0,0,0,0.698531179865061
38.0,1.0,0,96317,1,2,1,61,5927690,0,0,0.7028288409112735
42.0,0.0,0,51579,1,1,1,17,0,0,0,0.7065528646360607
29.0,1.0,0,61343,1,1,1,70,0,0,0,0.7194295503654974
39.0,1.0,1,42723,1,1,1,4,0,0,0,0.7092607604412382
41.0,0.0,2,41276,1,3,0,56,13366510,1,0,0.5955893821231233
25.0,0.0,2,22575,1,3,1,17,2222160,0,0,0.5700438883328994
30.0,0.0,1,91787,3,1,1,2,504670,0,0,0.6077892105070524
32.0,0.0,1,49122,1,1,1,2,0,0,0,0.6741618832945772
29.0,0.0,1,31773,1,1,1,3,0,0,0,0.7092607604412382
27.0,0.0,1,53928,1,4,1,50,8320680,0,0,0.6989110821540374
30.0,0.0,1,56867,2,1,1,3,0,0,0,0.684190247889322
27.0,1.0,2,53857,1,1,0,7,0,0,0,0.6098957440667345
39.0,0.0,1,95139,3,1,0,7,5814180,1,0,0.654375558571176
32.0,1.0,2,95822,3,1,1,4,0,0,0,0.6741618832945772
37.0,0.0,0,45163,2,3,1,22,10855850,1,0,0.6379843993734239
23.0,0.0,0,47072,1,1,1,5,0,0,0,0.6098957440667345
29.0,0.0,2,149637,2,2,0,73,21356700,1,0,0.6379843993734239
49.0,1.0,2,38478,1,2,1,22,5644080,1,0,0.654375558571176
32.0,1.0,2,33681,1,1,1,31,403730,0,0,0.6999473490155224
30.0,0.0,2,60847,2,1,1,2,153700,0,0,0.6001946113311858
34.0,1.0,1,80094,3,1,0,8,2199920,1,0,0.683166962884123
39.0,0.0,0,47598,1,3,0,66,14401180,1,0,0.8160639742891412
25.0,1.0,2,42975,1,1,1,9,-500000,0,0,0.7092607604412382
29.0,0.0,1,37995,2,1,1,1,0,0,0,0.763421552435784
40.0,1.0,1,51016,2,2,1,28,11165310,1,0,0.8160639742891412
34.0,1.0,1,31500,1,2,1,6,485570,0,0,0.6342365899109041
40.0,0.0,2,67685,3,1,0,12,0,0,0,0.6741618832945772
